,Wikipedia views in English,Wikipedia views in Polish,Wikipedia views in Russian,Wikipedia views in Ukrainian,Ukrainian refugees in Poland (UNHCR)
2022-03-07,1.3738423788430793e-06,4.138403041996132e-05,5.479833186405306e-06,2.426511764221918e-05,140558.0
2022-03-08,1.388959609135518e-06,4.169746861028698e-05,5.748477551648431e-06,2.4343225570124137e-05,126322.0
2022-03-09,1.4508668940360003e-06,5.073164318363211e-05,7.078561382729874e-06,3.372655855386865e-05,116399.0
2022-03-10,1.3132294981893816e-06,4.352053765956818e-05,7.104731492820346e-06,3.894072163584301e-05,85825.0
2022-03-11,1.3303972237218391e-06,5.001007254153368e-05,7.33160455768884e-06,3.076425239448431e-05,76065.0
2022-03-12,1.1655491242196232e-06,5.247828710870877e-05,7.0762030274979344e-06,2.650023509494277e-05,78108.0
2022-03-13,1.279172831535855e-06,5.086194733586964e-05,6.7692074229865015e-06,3.201989778422308e-05,80123.0
2022-03-14,1.4074564185581671e-06,5.123792365430769e-05,5.3679831476344176e-06,3.2639948725607824e-05,70935.0
2022-03-15,1.3368334849137516e-06,5.302163369170108e-05,6.098436004529812e-06,2.5209791738400226e-05,65787.0
2022-03-16,1.3960648231643564e-06,5.297274759633107e-05,5.612022800128714e-06,2.5088644082754746e-05,59218.0
2022-03-17,1.4016088458546417e-06,5.856690094649736e-05,5.7903855364049e-06,2.106458585192512e-05,51462.0
2022-03-18,1.4376914761152096e-06,5.495783549695989e-05,6.141135326426521e-06,3.538705522894959e-05,41825.0
2022-03-19,1.0780061414009875e-06,4.969770828741697e-05,6.177348970921612e-06,2.18484935290311e-05,38992.0
2022-03-20,1.1753974051051416e-06,5.182548858907677e-05,6.1099914286376165e-06,2.4344923941082757e-05,32915.0
2022-03-21,1.267417724693678e-06,6.140619443944052e-05,5.508353357993992e-06,1.9987115552177375e-05,29501.0
2022-03-22,1.2254815580491935e-06,5.307955815004945e-05,5.098817453797599e-06,1.79495550193126e-05,30328.0
2022-03-23,1.267391334859099e-06,5.221873969303828e-05,5.686912306390508e-06,2.140358693971213e-05,29598.0
2022-03-24,1.288933842017906e-06,5.615149211052306e-05,5.37485363974936e-06,1.758986957530516e-05,31706.0
2022-03-25,1.4023816853495437e-06,5.256046517387608e-05,4.560311567502155e-06,1.988202955757724e-05,29700.0
2022-03-26,1.1674275530108066e-06,5.050240423008138e-05,5.977400822293099e-06,2.008841674182505e-05,30045.0
2022-03-27,9.493167042563092e-07,5.691968495297268e-05,5.386907813162542e-06,2.4658520054028118e-05,26062.0
2022-03-28,1.112606184889554e-06,6.843431182125923e-05,4.500301169505538e-06,2.164947025189592e-05,20512.0
2022-03-29,1.3760736183706928e-06,5.677950343497561e-05,4.29784282429114e-06,1.872619792208346e-05,21793.0
2022-03-30,1.3107944523935398e-06,5.624286988617406e-05,5.382779406175939e-06,1.2908791251656044e-05,24777.0
2022-03-31,1.202923549306528e-06,6.405404726778743e-05,4.7870514773623644e-06,1.5655936199823423e-05,22440.0
2022-04-01,1.2298736122824326e-06,6.639018483189384e-05,3.81954763633183e-06,1.0181927079434005e-05,20497.0
2022-04-02,1.2578153251883804e-06,4.857831017163629e-05,4.011209073054082e-06,1.4687117195152271e-05,22916.0
2022-04-03,1.0207603929980351e-06,5.043114802734353e-05,5.011737136673237e-06,1.525970647039022e-05,21614.0
2022-04-04,1.100607299384839e-06,5.255734555693184e-05,4.348560406159044e-06,1.2432067630447907e-05,17987.0
2022-04-05,1.092164973931856e-06,5.9963787357688855e-05,3.4932468729075675e-06,1.0297305822950636e-05,20470.0
2022-04-06,1.3583999344608456e-06,5.53883181621071e-05,3.3457374910747534e-06,1.7858427702614215e-05,23542.0
2022-04-07,1.1831581087689166e-06,5.655848861189643e-05,4.5204763451948746e-06,1.4688272135760228e-05,22933.0
2022-04-08,1.3566749571071645e-06,6.370785691377996e-05,3.4178037311293345e-06,8.306786229009789e-06,26711.0
2022-04-09,1.2816915358284273e-06,5.5389422902475e-05,4.990345934321703e-06,2.068614566080513e-05,28212.0
2022-04-10,1.2879188905433542e-06,4.9081007435882185e-05,4.668494876664531e-06,1.5042468427775948e-05,27615.0
2022-04-11,1.3371416855679652e-06,5.652981378542178e-05,4.726060825643417e-06,9.635713214491225e-06,23449.0
2022-04-12,1.2673525949632797e-06,6.016343891437923e-05,3.967657550647741e-06,9.69204159128412e-06,23262.0
2022-04-13,1.163148717451403e-06,7.063487707281871e-05,4.6766190447733295e-06,1.1593481434932296e-05,24046.0
2022-04-14,1.337822011290823e-06,0.0001054182253181,4.669691814842369e-06,1.8321536439026175e-05,26025.0
2022-04-15,1.3950779658878405e-06,8.637673791922289e-05,4.947457399073377e-06,1.869623932336872e-05,23621.0
2022-04-16,1.42172253102294e-06,6.431888276127672e-05,4.258711402305929e-06,1.4846056516237877e-05,18717.0
2022-04-17,1.1410924882831729e-06,6.250822093687834e-05,4.847899400700881e-06,1.627853219730883e-05,17011.0
2022-04-18,1.2687408734260245e-06,6.386372057378389e-05,4.118502617176033e-06,1.9187558886493628e-05,19581.0
2022-04-19,1.301269408614537e-06,6.743694645506452e-05,4.098238853192554e-06,1.2842113914687269e-05,24464.0
2022-04-20,1.480197703663574e-06,6.830151673230505e-05,4.427350254364825e-06,9.712865287788462e-06,21739.0
2022-04-21,1.278298842343774e-06,6.524803231961147e-05,4.531209763507896e-06,1.3407816435194123e-05,19292.0
2022-04-22,1.2225630766469577e-06,8.433540579270496e-05,4.856351052837738e-06,1.5472203041147464e-05,17069.0
2022-04-23,1.145037661179756e-06,6.987921176804825e-05,4.113713147073169e-06,1.9465550841398435e-05,14434.0
2022-04-24,1.1670896076625906e-06,6.508557875653534e-05,4.325754733756239e-06,2.0692548017233035e-05,9320.0
2022-04-25,1.2065339695794587e-06,6.757136081861942e-05,4.22799596943306e-06,1.756477988403342e-05,13168.0
2022-04-26,1.15347994102819e-06,6.381559886484236e-05,4.636902612507197e-06,1.6568172589912012e-05,20727.0
2022-04-27,1.1960144378876228e-06,6.328348507515316e-05,4.439866171177602e-06,1.8301328231968813e-05,24102.0
2022-04-28,1.4119594233924823e-06,6.968509045212212e-05,6.868849248766876e-06,1.898147459380927e-05,23374.0
2022-04-29,1.4093019189871322e-06,8.265168473560064e-05,5.647290190326947e-06,2.0932399846574357e-05,22748.0
2022-04-30,1.171512529079743e-06,7.001005403818487e-05,6.558059612980484e-06,1.8314258016150733e-05,22822.0
2022-05-01,1.3770535155041576e-06,8.377972067841126e-05,4.338228645060605e-06,1.6164545839765476e-05,19037.0
2022-05-02,1.341562236274045e-06,7.708779315540914e-05,4.604898521749698e-06,1.651121066978021e-05,17996.0
2022-05-03,1.272660454883627e-06,8.366449512989706e-05,4.228646233506358e-06,8.273797653151561e-06,18744.0
2022-05-04,1.3075973181631125e-06,9.679505513936655e-05,3.863629705928692e-06,1.214310565292632e-05,24403.0
2022-05-05,1.2006113300238076e-06,9.019814946891066e-05,4.316286295829955e-06,1.2682023059376657e-05,24035.0
2022-05-06,1.1475348976549734e-06,8.328932394991413e-05,4.830927112280106e-06,6.842810526741704e-06,23788.0
2022-05-07,1.1795513573248866e-06,6.870316416239392e-05,4.974590297429312e-06,1.7592793991581047e-05,25690.0
2022-05-08,1.2040165959605438e-06,8.091248997154366e-05,4.794148222166096e-06,1.6765290569238686e-05,23030.0
2022-05-09,1.317000617228643e-06,7.657987661875564e-05,3.757303798215293e-06,1.656652519035209e-05,16635.0
2022-05-10,1.201747375771887e-06,9.529222531795128e-05,3.949877538947129e-06,1.4831436817558755e-05,17687.0
2022-05-11,1.3219916749628716e-06,6.878199910926565e-05,4.181369067604625e-06,1.3131839841892648e-05,20600.0
2022-05-12,1.405350938316671e-06,7.60774359205499e-05,3.4551130441948354e-06,9.709006788594658e-06,21461.0
2022-05-13,1.970703360004171e-06,6.868938950687949e-05,4.123877387536416e-06,8.873779664050941e-06,20634.0
2022-05-14,1.346523771016609e-06,6.504684601575782e-05,4.303907369446307e-06,1.3884549967024192e-05,22241.0
2022-05-15,1.294223703242727e-06,6.842465255191246e-05,4.326180415951672e-06,1.5436237725779094e-05,19143.0
2022-05-16,1.370845762264176e-06,7.775801507058171e-05,4.312494741152246e-06,9.667695187499722e-06,18718.0
2022-05-17,1.307244606922492e-06,8.00756003734985e-05,3.751714145256022e-06,1.3198668201583787e-05,19690.0
2022-05-18,1.182215880290811e-06,7.555772810826161e-05,3.310192276737267e-06,1.507537688442211e-05,20840.0
2022-05-19,1.3384941295152162e-06,8.095764647262189e-05,4.629906137912866e-06,1.4070048132838245e-05,21362.0
2022-05-20,1.3824013051637794e-06,7.843279118133709e-05,4.158353337186036e-06,1.3016823356677822e-05,23031.0
2022-05-21,1.2280816008984738e-06,6.960278480024431e-05,3.980074505534166e-06,1.3883671493292003e-05,22372.0
2022-05-22,1.200592125200037e-06,8.363705026367584e-05,4.043467407200103e-06,1.3004991966166212e-05,19530.0
2022-05-23,1.36159382590726e-06,7.723370920405145e-05,3.109229035237653e-06,1.3360578830692223e-05,17872.0
2022-05-24,1.1912833197308125e-06,7.464035644437502e-05,4.408954396455011e-06,9.368729643088876e-06,20280.0
2022-05-25,1.1946738455437497e-06,6.546729447103846e-05,4.365229915779577e-06,9.111161974096138e-06,21010.0
2022-05-26,1.1402867560679845e-06,8.077457513406988e-05,3.6227431355287713e-06,1.5478742296907155e-05,21430.0
2022-05-27,1.2492270350311411e-06,7.489289395350379e-05,4.062954843785267e-06,1.573855750660136e-05,22245.0
2022-05-28,1.1954437786623616e-06,6.64260346815021e-05,3.268655773748287e-06,1.714338124051221e-05,24585.0
2022-05-29,1.4158786530625496e-06,7.877289064050724e-05,3.927017253159164e-06,1.3289031499181206e-05,20948.0
2022-05-30,1.167301418548147e-06,8.326915543944213e-05,3.985491400508732e-06,1.334061379233318e-05,20280.0
2022-05-31,1.4132865352493185e-06,8.958999483440936e-05,5.512648572679176e-06,1.6146552985772483e-05,21833.0
2022-06-01,1.294372501599751e-06,7.46377754735335e-05,4.070886497351964e-06,1.528457698841429e-05,20745.0
2022-06-02,1.3448483002684257e-06,8.453119951135513e-05,3.647407813057013e-06,1.7828126671386877e-05,21631.0
2022-06-03,1.1603046616045168e-06,7.318083373636436e-05,3.521130717482826e-06,1.9012271181116683e-05,21705.0
2022-06-04,1.2392164487885668e-06,7.030441660544767e-05,3.1097478386100765e-06,2.733528780641149e-05,22516.0
2022-06-05,1.0683371108436109e-06,7.6993972260364e-05,4.279412697680783e-06,2.1052339062236188e-05,20198.0
2022-06-06,1.28822135332654e-06,8.232074587106485e-05,4.050563797258026e-06,1.5254738884634512e-05,19849.0
2022-06-07,1.405523052908161e-06,8.21317626057719e-05,3.999717744689063e-06,1.5504443016798867e-05,21604.0
2022-06-08,1.5904576036550338e-06,7.344023735884714e-05,4.615011604690563e-06,1.8924402770532567e-05,22738.0
2022-06-09,1.4427889936468562e-06,8.28641568766836e-05,4.858995768771181e-06,1.6925370961818055e-05,24622.0
2022-06-10,1.255853613610998e-06,7.237210188074802e-05,4.230354756363788e-06,1.6933759588741368e-05,23985.0
2022-06-11,1.4748530050536597e-06,7.183350625103491e-05,4.148163957563144e-06,2.413402496998652e-05,24158.0
2022-06-12,1.0873928079970986e-06,6.430864617327675e-05,5.215880803539835e-06,2.5596396027439334e-05,21017.0
2022-06-13,1.2815555641852695e-06,7.919356365032582e-05,4.237711024092788e-06,2.2111451729449283e-05,21191.0
2022-06-14,1.4072689745011377e-06,7.336669133756245e-05,3.659254507841173e-06,2.5446155934043564e-05,23372.0
2022-06-15,1.384253421979083e-06,7.488654688147457e-05,4.256180322232022e-06,1.426333642931636e-05,23667.0
2022-06-16,1.3276450221571552e-06,8.081273206746815e-05,4.863017106125816e-06,1.959031539981917e-05,22166.0
2022-06-17,1.2029400296786045e-06,8.245728472484404e-05,3.912886895408611e-06,1.8401037468017244e-05,25388.0
2022-06-18,1.372594121957944e-06,7.287136640067055e-05,4.49217832246478e-06,2.0065678391222e-05,25257.0
2022-06-19,1.3201787662291416e-06,8.206425837622462e-05,3.74491552818738e-06,1.694820299615982e-05,23946.0
2022-06-20,1.4625815105164009e-06,8.360677896581619e-05,3.924343398114123e-06,2.043481018828549e-05,22505.0
2022-06-21,1.4810680343634648e-06,7.723530231468716e-05,5.212189137423441e-06,2.548099487667609e-05,23227.0
2022-06-22,1.3745643992984242e-06,7.223621688430876e-05,5.352686679562335e-06,2.1687984147751893e-05,25689.0
2022-06-23,1.4740304827391513e-06,6.736324261305353e-05,4.13857194721808e-06,1.5191693856985394e-05,26753.0
2022-06-24,1.4309818861084269e-06,7.520180032403855e-05,4.315721707929911e-06,1.968210201187701e-05,25778.0
2022-06-25,1.1638154443375484e-06,7.263626784989503e-05,4.6273468582628505e-06,1.7893286544143264e-05,24819.0
2022-06-26,1.4412795120102998e-06,7.117638249001678e-05,5.492927797436915e-06,1.8328926960216815e-05,23247.0
2022-06-27,1.34067446041357e-06,8.406457067834266e-05,4.432381631543767e-06,1.8614555838083143e-05,19607.0
2022-06-28,1.5293262054787123e-06,8.625794537719594e-05,4.143153303642026e-06,2.202547197952972e-05,20699.0
2022-06-29,1.709166348019407e-06,9.002195363592648e-05,3.813167677798181e-06,2.5114003085158685e-05,22697.0
2022-06-30,1.4524003465547874e-06,8.692441955542387e-05,4.714007849066897e-06,2.5097554677677413e-05,23367.0
2022-07-01,1.873185943859919e-06,9.54419837113524e-05,5.634727359398129e-06,2.1141965202387907e-05,22993.0
2022-07-02,1.5480098747408754e-06,0.0001006647419883,5.298150303971026e-06,1.999220304081408e-05,25135.0
2022-07-03,1.3863568195442548e-06,8.641695619059851e-05,5.0213753672665325e-06,2.675161332806532e-05,23565.0
2022-07-04,1.5197512136781094e-06,8.913004155134202e-05,4.822943093192592e-06,2.758464347851382e-05,20753.0
2022-07-05,1.6697963378134447e-06,7.939512235823241e-05,4.952101596038382e-06,2.20902940770399e-05,20951.0
2022-07-06,1.5512695086725778e-06,8.564252343274599e-05,4.3403662135766415e-06,2.119102427062219e-05,22618.0
2022-07-07,1.2056523656303823e-06,9.285464283252502e-05,4.31000548794185e-06,3.101774554301652e-05,22472.0
2022-07-08,1.2554452349084944e-06,8.728308972701623e-05,3.5730454748723973e-06,1.976269563168416e-05,22467.0
2022-07-09,1.2887217961249652e-06,8.895285210800469e-05,3.904195962691504e-06,2.566313816338544e-05,24669.0
2022-07-10,1.5899027653830956e-06,7.972201184469097e-05,4.383353541767273e-06,2.661993389383083e-05,22613.0
2022-07-11,1.527607317667304e-06,8.144176094902557e-05,5.467706436966757e-06,2.298912051600723e-05,21032.0
2022-07-12,1.448613528607159e-06,8.606839093653499e-05,3.7179593600429194e-06,1.9095168456644653e-05,19779.0
2022-07-13,1.633626383457435e-06,8.83351599100682e-05,3.7124752676082495e-06,1.6983823851327382e-05,21598.0
2022-07-14,1.4172298554397204e-06,8.46365096529069e-05,4.059008916568146e-06,2.11874025757828e-05,24069.0
2022-07-15,1.302505208916439e-06,9.688686831869962e-05,3.892880511375075e-06,1.9780015793581843e-05,24309.0
2022-07-16,1.2982207884094849e-06,8.473055601401293e-05,5.018152559850676e-06,2.364632831637068e-05,23006.0
2022-07-17,1.3501534086335967e-06,8.411065473566638e-05,4.9719128991231765e-06,2.4156830005488432e-05,24271.0
2022-07-18,1.3662961090022731e-06,0.0001025749994204,3.989971922218945e-06,3.0212465567380517e-05,20928.0
2022-07-19,1.5979450444733088e-06,9.28232827214674e-05,4.169418027955675e-06,2.2233616950909565e-05,21051.0
2022-07-20,1.555797907260958e-06,8.622432701647185e-05,5.306925026121864e-06,2.5842246009236614e-05,22715.0
2022-07-21,1.3466581857126704e-06,0.0001003709952187,5.098390904690249e-06,2.896780469906072e-05,23752.0
2022-07-22,1.3474094266989647e-06,0.0001051888386576,4.906420989270096e-06,2.8204222320524657e-05,24040.0
2022-07-23,1.4691855035911569e-06,9.5904389081639e-05,5.912932803583829e-06,2.4655255214050492e-05,23248.0
2022-07-24,1.6931150809949795e-06,9.508334645036976e-05,5.4914643195538e-06,2.8384776330368007e-05,22054.0
2022-07-25,1.5567016160663688e-06,8.815604513126402e-05,4.656179144736985e-06,2.5030673553468597e-05,20424.0
2022-07-26,1.6333663276219871e-06,0.0001051618670166,5.448833151432485e-06,2.988823202234519e-05,20577.0
2022-07-27,1.7435653907806748e-06,9.94447418717666e-05,5.14055057615716e-06,2.0516926236179e-05,21826.0
2022-07-28,1.7501149145885732e-06,0.0001011179012448,5.756849308055691e-06,2.589482815544665e-05,22582.0
2022-07-29,1.7745662717220414e-06,9.241932672960568e-05,4.305510235852263e-06,1.9568146068684197e-05,24076.0
2022-07-30,1.4731385111521184e-06,9.182773181502951e-05,5.161304150452883e-06,2.395428096129039e-05,24700.0
2022-07-31,1.4216185166255532e-06,9.57601576359518e-05,4.412044896686498e-06,1.969278452356121e-05,23768.0
2022-08-01,1.4155863418992489e-06,8.836746146541868e-05,4.113851274799866e-06,3.371575995997265e-05,22925.0
2022-08-02,1.5110584714336864e-06,8.642558352644219e-05,4.582379564972887e-06,2.430468351251286e-05,21360.0
2022-08-03,1.4225967180101702e-06,8.907854821536696e-05,5.339269679328457e-06,2.5255591442239976e-05,23572.0
2022-08-04,1.3646214926842862e-06,9.980090308877904e-05,5.918800683676721e-06,2.703395464703668e-05,24152.0
2022-08-05,1.3693076910640372e-06,9.029469407269778e-05,4.508024104958506e-06,1.963894553969333e-05,23878.0
2022-08-06,1.2312347629007963e-06,9.689355487981738e-05,4.289413546970181e-06,3.299890833119652e-05,24396.0
2022-08-07,1.8338973178884944e-06,8.95639118685329e-05,4.9977213396839215e-06,2.7572043849057323e-05,23773.0
2022-08-08,1.3773506451278814e-06,9.897486821015284e-05,5.699295156769372e-06,2.6838129354133354e-05,22085.0
2022-08-09,1.3325709228402808e-06,9.108887910588082e-05,4.869573347461589e-06,1.5635819428622485e-05,21221.0
2022-08-10,1.4428318770997395e-06,0.0001025541057663,4.891454132658506e-06,3.0295630268456007e-05,23682.0
2022-08-11,1.6607673316268643e-06,9.827692876959492e-05,5.013622248513254e-06,2.019514013132349e-05,24742.0
2022-08-12,1.432036080928968e-06,9.906153907994536e-05,5.080903742317989e-06,2.382328459248128e-05,25618.0
2022-08-13,1.39713687465343e-06,9.729851635871578e-05,5.254065553812801e-06,2.043218150315473e-05,27094.0
2022-08-14,1.3974606372006564e-06,7.702639598307344e-05,5.778091380855076e-06,3.1174999917339016e-05,23684.0
2022-08-15,1.668128615694774e-06,8.696336075496191e-05,5.099926203306655e-06,2.315151369226823e-05,21090.0
2022-08-16,1.3552834354483823e-06,9.104158541179364e-05,4.795969590922745e-06,2.5789909768139333e-05,24166.0
2022-08-17,1.5363185156133778e-06,9.240628817682868e-05,5.278877673343981e-06,2.333710060814579e-05,25213.0
2022-08-18,1.304485263950295e-06,8.782301666877715e-05,5.144935180493359e-06,2.0545573016031415e-05,25262.0
2022-08-19,1.3607780228906192e-06,9.216435818030308e-05,3.644890141266248e-06,2.07205548868224e-05,25267.0
2022-08-20,1.2760116464276282e-06,9.303886891936128e-05,4.21151144675411e-06,1.9025606026531453e-05,28009.0
2022-08-21,1.1533065630431354e-06,7.912211775999764e-05,4.027716990781325e-06,1.6018611742302e-05,27458.0
2022-08-22,1.48375072690202e-06,7.700701658922498e-05,4.220637594610725e-06,2.650626589192638e-05,26468.0
2022-08-23,1.3120599066076618e-06,0.0001045470451312,4.916106262558636e-06,2.6183253374883557e-05,28446.0
2022-08-24,1.3824551562004544e-06,0.0001014615528519,5.396871879200174e-06,2.6550623939662586e-05,25996.0
2022-08-25,1.3298313747393472e-06,8.508007453014528e-05,5.333397905080233e-06,2.252000806887097e-05,24271.0
2022-08-26,1.3614102024414335e-06,8.305251099031048e-05,4.915056035570851e-06,2.055659229859804e-05,24136.0
2022-08-27,1.165921121244072e-06,7.988793765219814e-05,4.933401837893467e-06,1.8211277601467616e-05,25967.0
2022-08-28,1.1300614208591364e-06,9.739607249635956e-05,4.841711770553095e-06,2.5776755786152143e-05,24372.0
2022-08-29,1.265491051374476e-06,8.295943536921699e-05,4.380894168413435e-06,1.667924758484495e-05,23225.0
2022-08-30,1.414925677674245e-06,6.98476253322347e-05,4.439300688929283e-06,1.6451857027555893e-05,23605.0
2022-08-31,1.3712718366223098e-06,9.407419318035493e-05,4.889167235129365e-06,1.968810110233678e-05,24586.0
2022-09-01,1.7976074085073754e-06,8.697562484043102e-05,5.42184033115615e-06,1.3921804934166104e-05,23688.0
2022-09-02,1.4973417466042272e-06,8.544510312333894e-05,2.92928746917999e-06,1.6329456584261426e-05,21438.0
