,Wikipedia views in English,Wikipedia views in Polish,Wikipedia views in Russian,Wikipedia views in Ukrainian,Ukrainian refugees in Poland (UNHCR)
2022-03-03,1.1881737341130333e-06,4.364714693330055e-05,3.476222783458718e-06,2.7627884387482533e-05,98517.0
2022-03-04,1.1977937067704754e-06,7.089137587991826e-05,5.574979860000243e-06,3.870895222682553e-05,105317.0
2022-03-05,1.0721847565945403e-06,3.862087981732324e-05,5.808613541388405e-06,3.690960491728211e-05,127579.0
2022-03-06,1.250766952138757e-06,4.647248457914088e-05,6.1488314017149705e-06,3.443573602942189e-05,140843.0
2022-03-07,1.2716219637505885e-06,4.149648702436339e-05,6.507301908856301e-06,4.587623804232064e-05,140558.0
2022-03-08,1.0992379728741216e-06,4.004841617937167e-05,6.810696229670423e-06,3.67080385581237e-05,126322.0
2022-03-09,1.0966846816683884e-06,4.251454604825508e-05,6.616916075160534e-06,4.920109718446721e-05,116399.0
2022-03-10,1.2197309578652186e-06,3.789709740018577e-05,6.981705839265016e-06,4.801428784225303e-05,85825.0
2022-03-11,1.1602808574098664e-06,4.808660821301316e-05,8.240222216547713e-06,5.317278191639264e-05,76065.0
2022-03-12,1.0417362135882346e-06,4.560006501193626e-05,7.932963035311586e-06,4.80789979579676e-05,78108.0
2022-03-13,1.1875187034195789e-06,5.270555736723378e-05,6.378097660769504e-06,4.95791965691196e-05,80123.0
2022-03-14,1.37500785559429e-06,5.206816778759509e-05,6.560868291553177e-06,3.692600259866744e-05,70935.0
2022-03-15,1.9417929416943416e-06,4.82014851742737e-05,1.0046215833549113e-05,4.052713355413707e-05,65787.0
2022-03-16,1.181285619600609e-06,4.686989649076297e-05,6.693506360570185e-06,2.5088644082754746e-05,59218.0
2022-03-17,1.2231431232458206e-06,4.3038724703897855e-05,7.431989683323815e-06,2.747554676338059e-05,51462.0
2022-03-18,1.241236740248535e-06,4.710671614025133e-05,8.290532690675804e-06,3.197251481212112e-05,41825.0
2022-03-19,1.2388377028196834e-06,6.431468131312784e-05,7.598139234233583e-06,2.982492767455039e-05,38992.0
2022-03-20,1.3942645081247198e-06,4.797070018162478e-05,6.660180230268492e-06,3.635930198992879e-05,32915.0
2022-03-21,1.1563129241523492e-06,4.657974910194985e-05,7.244682133883403e-06,2.4332140672215935e-05,29501.0
2022-03-22,1.0437722235798305e-06,4.839234179789712e-05,5.928857504415813e-06,2.748525612332242e-05,30328.0
2022-03-23,1.062560412053588e-06,4.556341012431772e-05,6.110405776015333e-06,2.4418176649530733e-05,29598.0
2022-03-24,1.060729161791785e-06,5.2433699253890255e-05,4.956809467768854e-06,1.814827813325136e-05,31706.0
2022-03-25,1.1708357996064724e-06,5.407398642233848e-05,1.324244320563126e-05,6.972711774417932e-05,29700.0
2022-03-26,1.158811851512572e-06,4.595718784937406e-05,7.501638031977839e-06,3.913777744527985e-05,30045.0
2022-03-27,1.001832096406658e-06,5.30336020445368e-05,6.156466072185762e-06,2.8227516377637446e-05,26062.0
2022-03-28,9.017965919631124e-07,4.672324072397661e-05,5.435428685246949e-06,2.251544906197175e-05,20512.0
2022-03-29,1.088349134529548e-06,5.370701948286654e-05,4.907465919935272e-06,2.0742865390615524e-05,21793.0
2022-03-30,8.40252854098423e-07,4.3828903109496e-05,4.817736264091172e-06,2.048569046458459e-05,24777.0
2022-03-31,9.23673439646084e-07,5.021837305794534e-05,5.750483221234036e-06,2.6279607192560747e-05,22440.0
2022-04-01,8.702354801709631e-07,4.709385062262388e-05,4.9335823635952805e-06,1.736916972374036e-05,20497.0
2022-04-02,8.517837114433593e-07,5.045150979265054e-05,5.076686483084073e-06,2.3079755592382144e-05,22916.0
2022-04-03,9.607156639981508e-07,4.671171411643316e-05,5.099662349597329e-06,2.4720724482032157e-05,21614.0
2022-04-04,1.0078821422938088e-06,5.055991674716721e-05,5.457589234575444e-06,1.7506380948998076e-05,17987.0
2022-04-05,9.658324582904846e-07,4.587666059798233e-05,4.707002142307655e-06,1.5320381834146067e-05,20470.0
2022-04-06,9.59878818041733e-07,6.358932199020951e-05,4.807740428351116e-06,1.7599609909822705e-05,23542.0
2022-04-07,1.0449790595696272e-06,5.513155426618344e-05,5.32345569598607e-06,1.7892986056289732e-05,22933.0
2022-04-08,1.0497550487780026e-06,5.36772581656529e-05,6.4627561461354695e-06,1.6336679583719252e-05,26711.0
2022-04-09,8.706663191662075e-07,5.154293520091424e-05,5.5054784178645886e-06,2.2754760226885647e-05,28212.0
2022-04-10,1.0951412222136166e-06,5.499702172502869e-05,5.696150981590686e-06,2.418592962897309e-05,27615.0
2022-04-11,8.774992311539772e-07,4.885608340731023e-05,5.316818428848844e-06,1.7541939441766072e-05,23449.0
2022-04-12,9.354269153300396e-07,4.946462876101387e-05,4.55984524477427e-06,1.2177180460844151e-05,23262.0
2022-04-13,9.76689762745453e-07,5.638792734475549e-05,4.0846419504982245e-06,1.3486294730431446e-05,24046.0
2022-04-14,1.0220082905926617e-06,5.474508696777369e-05,4.408653141962982e-06,1.4556837170733128e-05,26025.0
2022-04-15,1.0734712073965626e-06,5.377914733505757e-05,5.460303592879764e-06,1.6107529263209973e-05,23621.0
2022-04-16,9.785312482040605e-07,5.511168073001011e-05,5.5715472481295615e-06,2.1256853648249684e-05,18717.0
2022-04-17,9.745985665052012e-07,5.238119072922766e-05,5.027451230356469e-06,1.5094638946595463e-05,17011.0
2022-04-18,1.2079385951468222e-06,5.603897643141037e-05,5.059874643959126e-06,1.9187558886493628e-05,19581.0
2022-04-19,1.0401866928734036e-06,5.357490746152347e-05,5.403603821246479e-06,1.3098956192981016e-05,24464.0
2022-04-20,8.58773594836884e-07,7.745016025791656e-05,4.547822370129855e-06,1.6437156640872784e-05,21739.0
2022-04-21,9.685404197963066e-07,7.20958456125608e-05,4.806756303180674e-06,1.3944129092601887e-05,19292.0
2022-04-22,9.036335783912297e-07,6.241929705052177e-05,5.335596222525673e-06,1.5758725319687233e-05,17069.0
2022-04-23,9.668216827860198e-07,5.959877107056203e-05,4.619497550401837e-06,2.0962900906121392e-05,14434.0
2022-04-24,1.0387925231323057e-06,7.187508157646169e-05,4.724583184386247e-06,2.455048069841208e-05,9320.0
2022-04-25,1.1410948390259965e-06,6.833344383537076e-05,5.147125528005464e-06,2.007403415318105e-05,13168.0
2022-04-26,9.464450798180022e-07,5.7263689330464296e-05,5.308033253791133e-06,1.6568172589912012e-05,20727.0
2022-04-27,8.926774427711967e-07,5.952938002832204e-05,4.283532855291067e-06,1.7778433139626845e-05,24102.0
2022-04-28,1.0545571943462605e-06,5.452348081400349e-05,4.50571303932873e-06,1.5903397632651008e-05,23374.0
2022-04-29,1.0170690224405516e-06,6.158676119403705e-05,5.647290190326947e-06,1.4151481586416464e-05,22748.0
2022-04-30,7.564096644451883e-07,6.918446377830061e-05,6.047988309748669e-06,2.9302812825841172e-05,22822.0
2022-05-01,1.141109766741763e-06,8.732970884275072e-05,5.476124683109288e-06,3.078961112336281e-05,19037.0
2022-05-02,1.870569427233842e-06,0.0001820584051117,6.97506687853263e-06,3.03688339104886e-05,17996.0
2022-05-03,1.490581765651371e-06,9.964124274216604e-05,6.567215741430328e-06,2.396548285740452e-05,18744.0
2022-05-04,1.1701887864239377e-06,6.9461371446445e-05,5.067055352037629e-06,1.9485448605858516e-05,24403.0
2022-05-05,1.0898538272540837e-06,6.419640279790547e-05,5.192524867163856e-06,1.35467064497887e-05,24035.0
2022-05-06,1.2494395410760714e-06,7.638689378831903e-05,4.092868803459534e-06,1.6958269566272918e-05,23788.0
2022-05-07,9.581030182102528e-07,6.436244137217731e-05,5.803688680334197e-06,1.7992630218662436e-05,25690.0
2022-05-08,1.2040165959605438e-06,8.319528749425179e-05,5.570665187728209e-06,2.5326290008849933e-05,23030.0
2022-05-09,1.0671516255357493e-06,6.508571127260093e-05,4.958409110759526e-06,1.9282348992049157e-05,16635.0
2022-05-10,8.85959744182194e-07,6.215350708527888e-05,5.880268817379937e-06,2.2897656841143343e-05,17687.0
2022-05-11,1.0227570728597892e-06,5.59506500346521e-05,4.743045509521664e-06,2.0244919756251166e-05,20600.0
2022-05-12,8.766497814579877e-07,5.971361008103539e-05,4.5852902081838e-06,1.2850156043728224e-05,21461.0
2022-05-13,1.174229715660684e-06,7.777610246855188e-05,4.593261805629991e-06,1.254568849055478e-05,20634.0
2022-05-14,9.234605591769312e-07,6.15776808949174e-05,4.131751074668455e-06,2.301912231375064e-05,22241.0
2022-05-15,9.812415004977538e-07,5.364074100627937e-05,4.133905730798264e-06,1.7687355727455215e-05,19143.0
2022-05-16,1.0313174000934824e-06,6.498753814293144e-05,4.887494039972546e-06,1.3848320133445549e-05,18718.0
2022-05-17,1.1432851138508575e-06,6.445452543244694e-05,4.075137778467748e-06,9.23906774110865e-06,19690.0
2022-05-18,1.0666609446232882e-06,5.37365374758167e-05,3.89434385498502e-06,1.35678391959799e-05,20840.0
2022-05-19,1.0779818492739997e-06,6.705737132354906e-05,4.034632491609783e-06,1.4335520739118212e-05,21362.0
2022-05-20,9.262088744597322e-07,7.507138584499407e-05,4.7574381400009735e-06,1.3608497145617724e-05,23031.0
2022-05-21,9.705064336688312e-07,7.77829059004792e-05,5.6597389757595936e-06,2.1817198060887435e-05,22372.0
2022-05-22,1.008326482374408e-06,6.269735208994623e-05,5.6011966542362085e-06,2.243361114163672e-05,19530.0
2022-05-23,1.0722551379019674e-06,6.103278647770432e-05,4.498459029705541e-06,1.3864751616756082e-05,17872.0
2022-05-24,8.901897334252225e-07,6.140931060067079e-05,4.748104734643858e-06,1.2313187530916808e-05,20280.0
2022-05-25,8.539545899554601e-07,6.43312025930161e-05,5.4213339276617335e-06,1.4633078322033192e-05,21010.0
2022-05-26,9.297722780246642e-07,7.016628196449222e-05,4.702599262465232e-06,1.40967117346833e-05,21430.0
2022-05-27,8.542508401315893e-07,6.292230844454212e-05,4.419354391485729e-06,1.83081179158424e-05,22245.0
2022-05-28,1.017496040617201e-06,5.732268089217419e-05,3.795858317901236e-06,2.4000733736717093e-05,24585.0
2022-05-29,9.425102675610404e-07,5.917329661426376e-05,6.290178078069103e-06,2.202182362721457e-05,20948.0
2022-05-30,8.485701801502489e-07,5.7798590246201e-05,5.643173664437143e-06,1.6443082116131594e-05,20280.0
2022-05-31,9.708290485299271e-07,5.344770632001516e-05,4.896102350734794e-06,1.7520727707965886e-05,21833.0
2022-06-01,9.741153878018744e-07,5.890832692332603e-05,3.995499710363964e-06,1.674025098731089e-05,20745.0
2022-06-02,8.388657714545624e-07,6.801883258171767e-05,4.789525411084966e-06,1.855580531103532e-05,21631.0
2022-06-03,9.91946730312881e-07,0.0001456840671603,3.446213042642766e-06,1.8185650694981173e-05,21705.0
2022-06-04,7.310485525227516e-07,5.982708454113689e-05,3.685627067982313e-06,2.1965856273009234e-05,22516.0
2022-06-05,7.784782048007707e-07,4.738090600637785e-05,5.277942327139632e-06,2.736804078090705e-05,20198.0
2022-06-06,6.969066337668167e-07,6.00490372278658e-05,4.4807121651084364e-06,1.9831160550024864e-05,19849.0
2022-06-07,1.001435175197065e-06,6.032686987857582e-05,5.284030781974541e-06,2.6238288182275e-05,21604.0
2022-06-08,9.48928486214348e-07,5.414417499397358e-05,4.802613702442212e-06,1.6867402469387722e-05,22738.0
2022-06-09,1.0202900360057207e-06,6.128651023971716e-05,4.13205939391565e-06,1.227089394731809e-05,24622.0
2022-06-10,1.0001161504756675e-06,5.4159255049831306e-05,4.151282704842969e-06,9.80375555137658e-06,23985.0
2022-06-11,1.0337754708320044e-06,5.31151983860659e-05,4.310837053938169e-06,2.2593555291051207e-05,24158.0
2022-06-12,9.971186880879057e-07,5.837458654784563e-05,4.990734869574086e-06,1.9908308021341706e-05,21017.0
2022-06-13,9.37513801987882e-07,5.875190371892403e-05,5.674223235649665e-06,2.33630433367766e-05,21191.0
2022-06-14,1.0128751217747043e-06,5.214110768015445e-05,5.359514178151212e-06,2.0195361852415526e-05,23372.0
2022-06-15,9.795547471147664e-07,5.4251142851912685e-05,5.461470324987993e-06,2.642912338373325e-05,23667.0
2022-06-16,1.010664030707869e-06,5.7846413895541146e-05,5.982282948011916e-06,2.044206824328957e-05,22166.0
2022-06-17,9.356200230833593e-07,5.12355943921361e-05,5.1138719821181845e-06,1.9715397287161333e-05,25388.0
2022-06-18,1.0007542427653235e-06,5.92666263215754e-05,5.446269293607741e-06,2.3491525921430635e-05,25257.0
2022-06-19,8.44048719392402e-07,4.989836815840794e-05,5.879517379254187e-06,2.4009954244559743e-05,23946.0
2022-06-20,1.4625815105164009e-06,5.811690732989662e-05,5.146072946583615e-06,2.4692062310844967e-05,22505.0
2022-06-21,1.320952571189036e-06,5.8853003875107104e-05,4.5147835486132624e-06,1.849427047500684e-05,23227.0
2022-06-22,9.947505521238597e-07,4.900606784221829e-05,5.537262082305863e-06,2.210506076597789e-05,25689.0
2022-06-23,9.872789837660985e-07,5.319028315238633e-05,5.672697755238576e-06,1.8145634329177e-05,26753.0
2022-06-24,1.0686499341771266e-06,5.631308521917441e-05,4.8166536918860615e-06,2.0139825314478795e-05,25778.0
2022-06-25,9.72128194681952e-07,6.0898791312089976e-05,5.487296274400195e-06,1.947210594509708e-05,24819.0
2022-06-26,1.022153719200183e-06,6.880383640701621e-05,4.293767503630264e-06,2.575957302516958e-05,23247.0
2022-06-27,1.0055058453101776e-06,5.7774106489362914e-05,4.7733340647394416e-06,1.396091687856236e-05,19607.0
2022-06-28,1.1673555059571238e-06,6.28200193689745e-05,4.452921774942364e-06,2.4898359629033595e-05,20699.0
2022-06-29,1.2509448069954374e-06,5.095275133462023e-05,5.935962055129127e-06,2.55969646829502e-05,22697.0
2022-06-30,1.044057757108074e-06,6.832191731593628e-05,5.364215828248538e-06,2.461490939541439e-05,23367.0
2022-07-01,9.86135673215927e-07,6.897932649009018e-05,5.305692185126705e-06,2.2688938265977263e-05,22993.0
2022-07-02,1.0163225925350429e-06,6.671572665333816e-05,5.132583106971932e-06,2.2768897907593817e-05,25135.0
2022-07-03,1.0441548197833312e-06,6.73282792238396e-05,5.53135880300454e-06,2.675161332806532e-05,23565.0
2022-07-04,1.0930015892068924e-06,5.925588397796403e-05,5.9208488379844015e-06,2.156617581047444e-05,20753.0
2022-07-05,1.0952427592109691e-06,6.031442085462462e-05,5.670955053527825e-06,3.112723256310168e-05,20951.0
2022-07-06,9.790432922169872e-07,7.078446381186023e-05,4.581497669886455e-06,2.562635493191521e-05,22618.0
2022-07-07,1.0352884444000025e-06,6.257231787272857e-05,4.547253496452411e-06,1.9386090964385327e-05,22472.0
2022-07-08,8.50178702938033e-07,6.672606859439851e-05,4.938029139430392e-06,3.5471504979945934e-05,22467.0
2022-07-09,1.175277976043542e-06,8.86139840999742e-05,6.411100738735521e-06,3.5286814974654975e-05,24669.0
2022-07-10,1.1466054795926349e-06,8.43053330831488e-05,5.283506501237339e-06,2.4155125199957604e-05,22613.0
2022-07-11,1.0358135088456364e-06,6.521703513496188e-05,5.936366988706765e-06,2.2050789066374283e-05,21032.0
2022-07-12,1.2816393835652123e-06,7.249606775038909e-05,5.596507247222499e-06,2.3752526616801885e-05,19779.0
2022-07-13,1.187678234212787e-06,7.549272015889916e-05,5.371240812709809e-06,2.075800692940013e-05,21598.0
2022-07-14,1.0572984635820136e-06,7.160213958315737e-05,5.332423478628741e-06,2.0178478643602667e-05,24069.0
2022-07-15,1.2569630687445352e-06,8.466845330870376e-05,5.505083551439501e-06,2.637335439144245e-05,24309.0
2022-07-16,1.1023488799827907e-06,7.295333587306905e-05,4.370649003740912e-06,2.4183744869015465e-05,23006.0
2022-07-17,1.044458297244858e-06,7.686738218373729e-05,6.234013865823675e-06,1.5460371203512597e-05,24271.0
2022-07-18,1.1284914064860549e-06,6.554792645889586e-05,5.888113904633783e-06,2.3019021384670867e-05,20928.0
2022-07-19,1.1163109043081143e-06,7.26594235535082e-05,5.182547642225278e-06,2.5476019422917208e-05,21051.0
2022-07-20,1.144235088770414e-06,8.179802686162217e-05,5.700030583612373e-06,3.0314942433912185e-05,22715.0
2022-07-21,1.306658437622195e-06,0.0001068908205491,8.510390971675262e-06,2.462263399420161e-05,23752.0
2022-07-22,1.55019679861018e-06,9.36658046888542e-05,6.701453058515253e-06,2.177168038777342e-05,24040.0
2022-07-23,1.23322540755985e-06,7.106465880491945e-05,6.200367037091376e-06,1.9831400933040616e-05,23248.0
2022-07-24,1.0793093703666294e-06,8.125039405713067e-05,6.3304380350411866e-06,2.501709100303621e-05,22054.0
2022-07-25,1.0799881130433344e-06,7.426278473534249e-05,7.556749759491173e-06,3.073942366215441e-05,20424.0
2022-07-26,1.1697849030714495e-06,7.709719698462862e-05,6.363322631393182e-06,2.475119214350461e-05,20577.0
2022-07-27,1.1268845019294947e-06,7.329260707466884e-05,6.416025531143523e-06,3.237115028374909e-05,21826.0
2022-07-28,1.901140059502308e-06,7.59241190702706e-05,9.620506561784342e-06,2.49700128641807e-05,22582.0
2022-07-29,1.638410291794519e-06,8.414559652714576e-05,5.780546149986834e-06,2.4585619419628856e-05,24076.0
2022-07-30,1.1383343040720915e-06,7.439006148778524e-05,5.673494638665764e-06,4.23022408465341e-05,24700.0
2022-07-31,1.0518333533414498e-06,8.048218376810764e-05,5.329750235197289e-06,2.2104145893793195e-05,23768.0
2022-08-01,1.177529779898174e-06,7.673188824755217e-05,5.362698983221253e-06,2.022945597598359e-05,22925.0
2022-08-02,1.8790813083158163e-06,8.140836800337157e-05,4.9096923910423786e-06,1.7055918254394992e-05,21360.0
2022-08-03,1.3033106578043483e-06,7.79437296884461e-05,5.108797606839459e-06,2.622696034386459e-05,23572.0
2022-08-04,1.8062465712228904e-06,0.0001344703567756,6.471222080819882e-06,3.7547159231995385e-05,24152.0
2022-08-05,1.3384872607185443e-06,9.98434836128532e-05,6.762036157437759e-06,2.7695948838029056e-05,23878.0
2022-08-06,1.4046481097882328e-06,9.04444708699594e-05,5.291612973832372e-06,4.057242827606129e-05,24396.0
2022-08-07,1.2470501761641764e-06,9.592006045275136e-05,5.223182452752369e-06,3.137508437996178e-05,23773.0
2022-08-08,1.1149981412939993e-06,8.185400962355309e-05,6.345215274536567e-06,3.201741747510646e-05,22085.0
2022-08-09,1.0837681239555448e-06,8.364967845295045e-05,6.388880231869605e-06,2.3230360293953404e-05,21221.0
2022-08-10,1.4119455678040263e-06,0.0001066223678132,4.891454132658506e-06,2.845953146430716e-05,23682.0
2022-08-11,1.889066883952929e-06,0.0001493673528795,5.447872994447472e-06,2.845678836686492e-05,24742.0
2022-08-12,1.7492871511655393e-06,9.75478653079258e-05,6.498830368081148e-06,3.097026997022566e-05,25618.0
2022-08-13,1.0294692760604222e-06,9.230471833368236e-05,4.772777106135292e-06,2.860505410441662e-05,27094.0
2022-08-14,1.100041901003432e-06,0.0001178050762094,5.966917896569294e-06,3.3536742335319244e-05,23684.0
2022-08-15,1.0358205119900215e-06,9.227930287007716e-05,5.861109218725559e-06,4.5376966836845726e-05,21090.0
2022-08-16,1.1500670162006778e-06,6.781669117409118e-05,6.613796774578948e-06,2.6727724668798944e-05,24166.0
2022-08-17,1.328590941671287e-06,7.550462521115231e-05,5.240062396334099e-06,4.619793385694167e-05,25213.0
2022-08-18,2.4815965458987093e-06,0.0001509801771354,6.166067353721048e-06,2.690491704480305e-05,25262.0
2022-08-19,1.4844851158806754e-06,9.69397135264328e-05,6.51427174183755e-06,2.9394275537120152e-05,25267.0
2022-08-20,1.9162251022477184e-06,7.91294034663006e-05,5.474964880780342e-06,2.0489114182418488e-05,28009.0
2022-08-21,1.3087166672829904e-06,7.136762449116067e-05,5.016338433973104e-06,2.4499053252932463e-05,27458.0
2022-08-22,1.111768150298415e-06,7.71613392677605e-05,5.361350458019029e-06,2.7452918245209467e-05,26468.0
2022-08-23,1.2174195199015354e-06,8.344580666437856e-05,5.79946910661214e-06,2.52645427301508e-05,28446.0
2022-08-24,9.46117747524686e-07,7.156225466849765e-05,6.0225961550494696e-06,2.0700486461431845e-05,25996.0
2022-08-25,1.797654789957098e-06,0.0001297888195773,5.333397905080233e-06,3.0186393794444077e-05,24271.0
2022-08-26,1.752266679916555e-06,0.0001065202545767,6.723796656660923e-06,4.31187057970593e-05,24136.0
2022-08-27,1.283823257100214e-06,7.10853166634944e-05,6.709426499535116e-06,3.2673174520280135e-05,25967.0
2022-08-28,1.0599481210248104e-06,8.252001531391848e-05,7.300393529037088e-06,3.793560285509183e-05,24372.0
2022-08-29,1.0316049164669822e-06,7.187706804890174e-05,5.466425466781366e-06,2.239784675679179e-05,23225.0
2022-08-30,9.332488512319488e-07,6.554194979805584e-05,5.018339909224408e-06,2.1290638506248804e-05,23605.0
2022-08-31,8.937362769039975e-07,7.189003060413646e-05,4.307123516661584e-06,1.5258278354311004e-05,24586.0
2022-09-01,8.699532149813471e-07,6.258393669329908e-05,4.025305700403808e-06,1.577804559205492e-05,23688.0
2022-09-02,1.0144711833502013e-06,7.601053965347027e-05,5.350831777035448e-06,1.592122016965489e-05,21438.0
2022-09-03,9.500492803828188e-07,6.861054257183515e-05,5.178659240619422e-06,2.0102349677500875e-05,24037.0
